Unnamed: 0,date,content,id,user,replyCount,retweetCount,likeCount,quoteCount,place,hashtags,followers,friends,ijoy,clean_tweet,clean_stems,emoji_meanings
16051,2020-05-02T20:41:12+00:00,Life is certainly different than February but hasn't stopped and there are moments of #Joy if you look for them.  #Spring is in bloom!🌺❤😊 #Covid19 #MentalhealthduringCovid19 Grateful to the police presence enforcing #SocialDistancing https://t.co/9xncgVN2nW,1256685193932439552,Michelle Steltzer,0,0,3,0,Old Town Triangle District,"['Joy', 'Spring', 'Covid19', 'MentalhealthduringCovid19', 'SocialDistancing']",1022,2817,1,life certainly different february hasnt stopped moments joy look spring bloom🌺❤😊 covid19 mentalhealthduringcovid19 grateful police presence enforcing socialdistancing,lif is certainly different than february but hasnt stopped and ther are moment of joy if you look for them spr is in bloom🌺❤😊 covid19 mentalhealthduringcovid19 grateful to the polic presenc enforc socialdistanc,"['hibiscus', 'red_heart', 'smiling_face_with_smiling_eyes']"
18290,2020-05-02T17:26:37+00:00,Y Coumo keep interruptin joy Reid,1256636223927574528,Odessa Haynes,0,0,0,0,Chicago,,54,285,1,coumo keep interruptin joy reid,y coumo keep interruptin joy reid,[]
22203,2020-05-02T06:34:58+00:00,Reading in such a relaxing joy of comfort! https://t.co/Irqg9z84Cv,1256472230030127104,TheMostBeautifulBoogieman!,0,0,0,0,Chicago,,56,253,1,reading relaxing joy comfort,read in such a relax joy of comfort,[]
24749,2020-05-02T02:16:34+00:00,"2022 CG Jacia “The Show” Cunningham is a joy to watch 
🍿🚀🔥 ! Strong crafty guard that gets down hill and finish through contact ! Scores on all 3 levels. JC has a nice feel for the game and the ability to just takeover games down the stretch. 
#WeAreMEANSTREETS🏀 
#BlueSmoke💨 https://t.co/goBLT8DVF7",1256407201243111429,Joshua Brown,0,4,6,2,Robbins,"['WeAreMEANSTREETS', 'BlueSmoke']",2429,1943,1,2022 cg jacia “ show ” cunningham joy watch 🍿🚀🔥 strong crafty guard gets hill finish contact scores 3 levels jc nice feel game ability takeover games stretch wearemeanstreets🏀 bluesmoke💨,2022 cg jacia “ the show ” cunningham is a joy to watch 🍿🚀🔥 strong crafty guard that get down hill and finish through contact score on all 3 level jc has a nic feel for the gam and the ability to just takeover game down the stretch wearemeanstreets🏀 bluesmoke💨,"['popcorn', 'rocket', 'fire', 'basketball', 'dashing_away']"
25251,2020-05-02T01:38:09+00:00,"Tonight’s #DragRace episode filled my heart with such joy!!!!!! When this show is good, it transcends entertainment and becomes stunning, important television!!!!!",1256397534546755585,Andy Herren,2,2,93,0,Chicago,['DragRace'],95231,885,1,tonight ’ dragrace episode filled heart joy show good transcends entertainment becomes stunning important television,tonight ’ s dragrac episod filled my heart with such joy when thi show is good it transcend entertainment and become stunn important television,[]
25639,2020-05-02T01:11:38+00:00,"Dear Lawdt, 

Thank you because I needed this joy in my life today. 

Amen https://t.co/3XP68UByfZ",1256390860889088000,thefatgirloffashion,0,0,2,1,Chicago,,2714,434,1,dear lawdt thank needed joy life today amen,dear lawdt thank you becaus i needed thi joy in my lif today amen,[]
26800,2020-05-03T23:24:42+00:00,"Things that bring me joy. #plants #plantmom #monsteraadansonii @ Chicago, Illinois https://t.co/0l6jIUV29K",1257088725982629888,#tutulady (she/her) Kristine,0,0,0,0,Chicago,"['plants', 'plantmom', 'monsteraadansonii']",235,521,1,things bring joy plants plantmom monsteraadansonii chicago illinois,thing that br me joy plant plantmom monsteraadansonii chicago illinoi,[]
27120,2020-05-03T22:52:37+00:00,"@notorious_exg I am SO happy for you, this is incredible! I was in the same boat and was able to borrow from a former grad as well. 

Your pictures just exude joy, and the fact you got this picture with your momma is bad ass. Congrats!! ❤️",1257080650089336832,le petit chef,1,0,1,0,Chicago,,718,495,1,notoriousexg happy incredible boat able borrow former grad well pictures exude joy fact got picture momma bad ass congrats ❤️,notoriousexg i am so happy for you thi is incredibl i was in the sam boat and was  to borrow from a former grad as well your picture just exud joy and the fact you got thi pictur with your momma is bad ass congrat ❤️,['red_heart']
28014,2020-05-03T21:27:20+00:00,"I’ll never forget the joy in the city of Chicago during the 2010-2011 season.
he was electrifying.
brought the city together, rooting for their own son.
I’ll always love him for that. 🌹 https://t.co/mWxIwfdlyG",1257059189542850560,Kristie Kahns 🎞📷,0,0,3,0,Chicago,,68,523,1,’ never forget joy city chicago 20102011 seasonhe electrifyingbrought city together rooting soni ’ always love 🌹,i ’ ll never forget the joy in the city of chicago dur the 20102011 seasonh was electrifyingbrought the city together root for their own soni ’ ll alway lov him for that 🌹,['rose']
28107,2020-05-03T21:18:07+00:00,@Honda 300k miles on my 2003 Pilot finally happened. I screamed out of pure joy at how good my Pilot has been to me &amp; my family. Passing it down to my teenager soon. She's the reason we bought it almost 18yrs ago. #LoveMyPilot https://t.co/YA8yR9Qt4p,1257056872265383937,Claudia,1,0,0,0,Chicago,['LoveMyPilot'],8,238,1,honda 300k miles 2003 pilot finally happened screamed pure joy good pilot amp family passing teenager soon shes reason bought almost 18yrs ago lovemypilot,honda 300k mile on my 2003 pilot finally happened i screamed out of pur joy at how good my pilot has been to me amp my family pass it down to my teenager soon she the reason we bought it almost 18yr ago lovemypilot,[]
