,date,content,id,user,replyCount,retweetCount,likeCount,quoteCount,coordinates,place,hashtags,followers,friends,ijoy
1285,2021-02-01T21:31:47+00:00,"@Sketchtina Lmao true. In this case, it was a Norwegian lawmaker from the Socialist Left Party that nominated her—what a joy 😅",1356354586773229569,Charlie Gers,0,0,0,0,"[-87.940033, 41.644102]","Chicago, IL",0,1170,345,1
1952,2021-02-01T20:16:40+00:00,Pure joy. https://t.co/MJV9sFyYbQ,1356335682692800512,Sylvie Sadarnac,0,0,0,0,"[-87.940033, 41.644102]","Chicago, IL",0,460,495,1
5650,2021-02-01T13:03:50+00:00,It’s so easy to get bogged down in misery and negativity. You have to choose joy everyday and actively take it for your own.,1356226752981463043,Fashion Queen Vee👑✨,0,27,51,1,"[-87.940033, 41.644102]","Chicago, IL",0,3694,1160,1
6787,2021-02-01T05:35:24+00:00,Black boy joy should be a priority in Chicago! 🖤 https://t.co/8vYCyXUoUw,1356113902552162305,Corey Hardiman,0,0,0,0,"[-87.940033, 41.644102]","Chicago, IL",0,1367,1834,1
6991,2021-02-01T05:01:22+00:00,"@AmbitEmerald @dr_faulk @Brohansan @thegameawards I mean n64 in it's era was still playable, I just think it's not fair Nintendo knows their Joy cons are not best quality",1356105338609655811,Bob Danger,0,0,0,0,"[-87.940033, 41.644102]","Chicago, IL",0,349,662,1
7820,2021-02-01T03:31:05+00:00,Yeah I popped hard for this. Edge’s expression... tears of joy. Edge and Christian for life. 👍 #RoyalRumble https://t.co/yWeJFgHZva,1356082619147030530,Sir Marcos,0,0,1,0,"[-87.940033, 41.644102]","Chicago, IL",['RoyalRumble'],478,222,1
8554,2021-02-01T02:24:17+00:00,"Happy Birthday @terrawinston !! Love you dearly, it’s a complete joy to be connected to you. https://t.co/YcWWRJOBsj",1356065806388502530,Appreccia D.,2,0,1,0,"[-87.940033, 41.644102]","Chicago, IL",0,596,2975,1
9647,2021-02-01T00:49:00+00:00,"I do know that the person who hurt you doesn’t get the final say.
They don’t get to steal the joy from the rest of your life.
They don’t get to determine your worth.
They don’t get to ruin the plan God created for you long ago.",1356041830006206464,Tatiana 💋,0,0,2,0,"[-87.940033, 41.644102]","Chicago, IL",0,89,205,1
10854,2021-02-02T22:48:01+00:00,Black girl Joy ♡ https://t.co/BqBAmsoZWi,1356736155572649985,💫1️⃣2️⃣1️⃣2️⃣💫,0,2,18,0,"[-87.940033, 41.644102]","Chicago, IL",0,4075,1181,1
12189,2021-02-02T20:28:24+00:00,@mtgreenee Please! By all means keep pushing your lies and conspiracy theories.  Every time you open your mouth the Republicans lose a vote. It is just a joy to watch you destroy the party piece by piece.  Prepare to be marginalized,1356701021507096580,Tshies Von Due,0,0,0,0,"[-87.940033, 41.644102]","Chicago, IL",0,347,372,1
