,date,content,id,user,replyCount,retweetCount,likeCount,quoteCount,coordinates,place,hashtags,followers,friends,ijoy
857,2019-09-01T22:40:05+00:00,Scenes from a weekend of progress on our #lincolnpark new build 💪🏼 Custom ceiling mount mirrors going in the Master Bathroom - literally yelped with joy 🖤 #itsthelittlethings #brynnolsondesigngroup #custombuild… https://t.co/3b8Dr5pFT5,1168292472021061632,Brynn Olson,0,0,0,0,"[-87.632496, 41.883222]","Chicago, IL","['lincolnpark', 'itsthelittlethings', 'brynnolsondesigngroup', 'custombuild']",629,488,1
5883,2019-09-01T16:15:41+00:00,Joy Guides always come when we are too attached or need a break....read Ask Your Guides by Sonia Choquette for more 🤗 https://t.co/5k87bUmErp,1168195734761627648,Lil Bro,0,0,2,0,"[-87.940033, 41.644102]","Chicago, IL",0,1282,514,1
9755,2019-09-01T04:40:33+00:00,"Until now you have not asked for anything in my name. Ask and you will receive, and your joy will be complete.
John 16:24",1168020799300653056,Nickio The Voice 🗣✨,0,0,0,0,"[-87.940033, 41.644102]","Chicago, IL",0,1696,3346,1
10129,2019-09-01T03:59:29+00:00,Few things bring me more joy than finding a new anime to binge,1168010460609810432,E ER E ER SOUNDADABED,0,0,2,0,"[-87.940033, 41.644102]","Chicago, IL",0,469,258,1
10476,2019-09-01T03:24:48+00:00,I miss Luca so much. He really was such a constant source of joy. He’s the best dog in the world.,1168001732472954880,Nick,0,0,1,0,"[-87.940033, 41.644102]","Chicago, IL",0,156,221,1
10517,2019-09-01T03:21:24+00:00,"Sports can be amazing. 
On another tough night for humanity with the irrational, irresponsible, and reprehensible actions in Midland, seeing this brings joy and awareness to who we can be as people. Who we should be. https://t.co/h9me3Uwz2W",1168000876876709889,Keith D. Kostrzewski,0,1,0,0,"[-87.940033, 41.644102]","Chicago, IL",0,550,1574,1
14005,2019-09-02T22:09:41+00:00,@travisschgaming @Bungie Twas a joy to meet you Travis! Glad you had a great time.,1168647206808821760,| REZO | chibithûn,1,0,1,0,"[-87.940033, 41.644102]","Chicago, IL",0,3557,2672,1
14407,2019-09-02T21:27:42+00:00,It brings me the utmost joy to say YOU'RE WELCOME!!! 😎 https://t.co/3xpcNCRb3H,1168636641176641536,Away Games: Chicago Cubs Podcast,0,0,6,1,"[-87.65556156635284, 41.94816011494788]",Wrigley Field,0,662,788,1
16131,2019-09-02T18:51:47+00:00,@o24 Whatever sparks joy babieeeeee,1168597406570692614,Sarah Cottrell,1,0,2,0,"[-87.940033, 41.644102]","Chicago, IL",0,787,1429,1
17661,2019-09-02T16:31:58+00:00,"It’s a family affair, y’all, in honor of Party Noire’s FOURTH birthday! FOUR YEARS! That’s four years of centering Black womyn. Four years of making space for Black joy. Four years of uplifting Black + POC Queer… https://t.co/4V863zz7UB",1168562219765747712,bonita appleblunt,0,0,0,0,"[-87.632496, 41.883222]","Chicago, IL",0,849,1573,1
19508,2019-09-02T13:45:32+00:00,"Fry's social worker, Mrs Paauwe, reminding faculty to self-care. AN ESSENTIAL! @harryefryschool #frypossiblility  #listen #encourage 
#joy https://t.co/gAXTPRSU1H",1168520335379128322,HarryEFrySchool,0,1,12,0,"[-87.820078, 41.6457104]","Palos Heights, IL","['frypossiblility', 'listen', 'encourage', 'joy']",262,79,1
21748,2019-09-02T03:59:30+00:00,"Crab rangoons are one of the few things that bring me real, pure joy in my life. https://t.co/XgDTkGFukS",1168372852581654528,Lindsay Bartels 👻🎃,0,0,3,0,"[-87.940033, 41.644102]","Chicago, IL",0,361,282,1
23161,2019-09-02T01:55:01+00:00,"Dear Erin &amp; Mike,
This will always be one of my favorite photos from your wedding day, capturing the pure joy as you became husband &amp; wife!!! 💞
Happy Anniversary!
With love,
Hope
9.1.13

📸: bethinsalaco… https://t.co/BSsvfF1wHy",1168341527828893696,Hope Weis,0,0,0,0,"[-87.59704113, 41.78817698]","Chicago, IL",0,870,592,1
26306,2019-09-03T21:23:13+00:00,"Spa Day! Preparing for an abundant last quarter plus one. 
$$$$$$

💙
💙
💙
💙
#more #yesyoumust #ignite #breakthrough #success #free #life #wisdom #inspiration #motivation #happy #joy #love #self #abundance #purpose… https://t.co/YsbBbYfHsF",1168997903542693888,Stephanie C.,0,0,0,0,"[-87.61545134, 41.89371607]","Chicago, IL","['more', 'yesyoumust', 'ignite', 'breakthrough', 'success', 'free', 'life', 'wisdom', 'inspiration', 'motivation', 'happy', 'joy', 'love', 'self', 'abundance', 'purpose']",644,64,1
26615,2019-09-03T20:53:59+00:00,Oh joy! https://t.co/4X4rxLBVtX,1168990546590937088,The K,0,0,1,0,"[-87.940033, 41.644102]","Chicago, IL",0,1625,784,1
28293,2019-09-03T18:24:08+00:00,"To say it was an absolute blessing and joy to meet @paytonsun today, is an understatement!  The passion that I have for the @ChicagoBears all started with Sweetness!  🐻⬇️ #Bears100 #ChasingGreat #Sweetness https://t.co/kWhvs3pZLu",1168952833074434048,Terence M. Young,1,1,32,0,"[-87.61676499038542, 41.86248647678667]",Soldier Field,"['Bears100', 'ChasingGreat', 'Sweetness']",1636,1420,1
31213,2019-09-03T13:31:35+00:00,. . . ᖴ I ᖇ ᔕ T ᗪ ᗩ Y ' ᔕ | - there’s just something about them! the excitement of having once been the student to now the joy/ double the emotion for your kin! ahhhh!!! 🥰🤩🥳😢😭💀 *in that order... Happy First Day to… https://t.co/AXVBwdJz7A,1168879210091278341,Mónica R. Rodriguez,0,0,1,0,"[-87.74761302, 41.91922051]","Chicago, IL",0,155,495,1
32694,2019-09-03T06:15:27+00:00,"The joy upon @geosteadyOffici ‘s face, lya mwooki wa gonja after buying both albums... he paid in dollars. UGANDAN supporting UGANDAN.

#kibunomu
#UGANDANalbumExperience @ Hyatt Regency Chicago https://t.co/201qrTtOJv",1168769455427661825,🇺🇬Kenneth Mugabi,0,3,10,0,"[-87.62190395, 41.88776855]","Chicago, IL","['kibunomu', 'UGANDANalbumExperience']",5037,503,1
